smile,value_min,value_max,value_mean,labled,testTemperature,testfrequency,AATS6p,MATS8m,MATS8i,GATS4s,GATS8m,GATS5are,GATS7are,ETA_shape_y,IC2,EState_VSA3,EState_VSA8,c1ccc(-c2ccccn2)cc1,COc1ccccn1,C,CN1CCCC1=O,CNc1ccc(O)cc1,Nc1cccc(O)c1,Cc1cccc(N)c1,Cc1ccccc1,Cc1cccc(-c2ccccc2)n1,CC1CCc2ccccc21,Cc1cc(-c2ccccc2)ccn1,CPc1ccccc1,CNC,Nc1cccc2c1CCC2,CCC1CCCCC1,NCCN,S,FCF,CC(C)=O,CN1CC=CC1=O,COc1ccc(N)cn1,Cc1cc(N)ccc1N,O=C1NCc2ccccc21,O=[SH]c1ccccc1,CN,CNc1ccccc1,c1ccccc1,NC=O,CNC=O,COc1ccc(N)cc1,c1ccc(Oc2ccccc2)cc1,Cc1ccc(N)c(C)c1,COc1ccccc1C,CS,Cc1ccc(O)c(C)c1,c1ccc2c(c1)Cc1cc3c(cc1O2)CNC3,O=C1CCCN1,Fc1ccccc1,c1ccc(N2Cc3ccccc3C2)cc1,CSc1ccccc1,COc1ccc2c(c1)CNC2,CC(C)C,N,NCc1ccccc1,Sc1ccccc1,c1ccc(Oc2ccccn2)cc1,c1ccc2c(c1)CNC2,Cc1ccc2c(c1)CN(C)C2,CCCC,CCCN,COc1ccc(O)cc1,O=C1NC(=O)c2ccccc21,c1ccc(Cc2ccccc2)cc1,Cc1ccccc1O,CSc1ccc(O)cc1,CC1CCCC(C)C1,Cc1ccnc(C)c1,CNc1ccc(N)cc1,Oc1ccccc1,Cc1ccc(N)cc1,CN1Cc2ccc(O)cc2C1,O=Cc1ccc2c(c1)CNC2,O=C1NCc2cc(O)ccc21,Cc1ccc(O)cc1,CCc1ccc2c(c1)CNC2,CNc1ccc(C)cc1,CCc1cccc(C)c1,Nc1cccnc1,CCNC,COc1cccc(N)c1,Oc1ccccn1,O=C1NCc2ccc(O)cc21,CCc1ccc(O)cc1,CNCN,COc1ccc(C)cc1,Oc1ccccc1-c1ccccc1,CCC,Cc1ccccn1,NCC=O,C=O,Cc1cc(N)ccc1O,O=CNc1ccccc1,Oc1ccc(S)cc1,Nc1ccc(O)cc1,O=C1C=CCN1c1ccccc1,CNc1ccc(S)cc1,Cc1cnc2ccccc2n1,CC(F)F
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.56,3.56,3.56,0,0.333333333,0.25516955,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.55,3.55,3.55,0,0.222222222,0.25516955,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.55,3.55,3.55,0,0.222222222,0.191377162,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.53,3.53,3.53,0,0.111111111,0.127584775,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.53,3.53,3.53,0,0.333333333,0.318961937,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.52,3.52,3.52,0,0.111111111,0.191377162,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.52,3.52,3.52,0,0.333333333,0.382754324,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.52,3.52,3.52,0,0.444444444,0.382754324,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.51,3.51,3.51,0,0.222222222,0.318961937,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.5,3.5,3.5,0,0.111111111,0.318961937,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.5,3.5,3.5,0,0.111111111,0.25516955,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.49,3.49,3.49,0,0,0.063792387,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.48,3.48,3.48,0,0.222222222,0.382754324,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.46,3.46,3.46,0,0,0.127584775,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.46,3.46,3.46,0,0.111111111,0.382754324,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0,0.318961937,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0,0.25516955,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.43,3.43,3.43,0,0,0.191377162,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(Oc4cccc(Oc5cccc(-n6c(=O)c7cc8c(=O)n([H])c(=O)c8cc7c6=O)c5)c4C#N)c3C#N)c2C#N)c1,3.4,3.4,3.4,0,0,0.382754324,0.936759916,0.600789559,0.795205448,0.459611667,0.396389485,0.474230561,0.588619576,0.310585805,0.463389063,0.05012269,0.214197057,0,0,43,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,7.65,7.65,7.65,0,0.844444444,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,4.18,4.18,4.18,0,0.777777778,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,4.02,4.02,4.02,0,0.666666667,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.85,3.85,3.85,0,0.555555556,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.59,3.59,3.59,0,0.444444444,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.35,3.35,3.35,0,0.388888889,0.063792387,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.32,3.32,3.32,0,0.388888889,0.127584775,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.31,3.31,3.31,0,0.388888889,0.191377162,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.28,3.28,3.28,0,0.388888889,0.25516955,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.26,3.26,3.26,0,0.388888889,0.318961937,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.25,3.25,3.25,0,0.388888889,0.446546712,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2C#N)c1,3.25,3.25,3.25,0,0.388888889,0.382754324,0.619950189,0.605803165,0.756399599,0.357619135,0.377033815,0.794441475,0.362693508,0.162452248,0.627476914,0.410148471,0,0,0,38,0,0,1,0,7,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,2,0,0,0,0,0,1,0,0,4,3,4,0,0,2,1,0,0,0,2,1,2,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,3.69,3.69,3.69,0,0.888888889,0.127584775,0.532105121,0.649331877,0.747168338,0.361651049,0.325048623,0.794019825,0.353811589,0.136834067,0.471170746,0.457508904,0,0,0,37,0,0,1,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,2,1,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,3.32,3.32,3.32,0,0.777777778,0.127584775,0.532105121,0.649331877,0.747168338,0.361651049,0.325048623,0.794019825,0.353811589,0.136834067,0.471170746,0.457508904,0,0,0,37,0,0,1,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,2,1,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
[H]c1cccc(Oc2cccc(Oc3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N([H])C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)c2)c1,3.02,3.02,3.02,0,0.755555556,0.127584775,0.532105121,0.649331877,0.747168338,0.361651049,0.325048623,0.794019825,0.353811589,0.136834067,0.471170746,0.457508904,0,0,0,37,0,0,1,0,6,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,5,2,5,4,6,0,2,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,2,1,0,0,0,2,1,0,0,0,0,0,4,0,0,0,0,0,6,0,6,0,6,1,0,0,0,0,0,0,6,0,0,4,0,2,0,0,0,0,0,6
